symbol	hgnc_id	chr	diagnostic_category	coding_sequence_variant	frameshift_variant	inframe_deletion	inframe_insertion	initiator_codon_variant	missense_variant	splice_acceptor_variant	splice_donor_variant	stop_gained	stop_lost	stop_retained_variant	synonymous_variant	PTV_enrichment_p	power_median	s_het	observed_full	expected_full	enrich_all_p_full	enrich_mis_p_full	cluster_p_full	denovoWEST_p_full	observed_ud	expected_ud	enrich_all_p_ud	enrich_mis_p_ud	cluster_p_ud	denovoWEST_p_ud	denovoWEST_p_ud_synmod	gnomad_oe_syn	significant
NUP62CL	25960	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.036179893530979	0.044850230701923	0.00147061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUP85	8734	17	none	0	0	0	0	0	5	0	0	1	0	0	1	0.021942907460631	0.814959276105099	0.144493041	1.36323080786071	0.365845436588851	0.014169839232311	0.006231902017894	0.945948054051946	0.014169839232311	0.931940013217735	0.28609871736332	0.042312762413719	0.073686471466153	0.961306038693961	0.042312762413719	NA	NA	0
NUP88	8067	17	none	0	0	0	0	0	2	0	0	0	0	0	1	0.198517387306876	0.895160671953468	0.012496297	0.33859869670007	0.403892741391291	1	0.333767336721934	0.279143720856279	0.314290869503661	0.33759869670007	0.315852498644847	0.366715907383522	0.23790748762728	0.27965872034128	0.246840975219552	NA	NA	0
NUP93	28958	16	none	0	0	0	0	0	3	0	0	0	0	0	2	0.240647917244693	0.926672272718355	0.031046147	0.521602011785707	0.567115473514703	1	0.329779204119138	0.32037867962132	0.343120924796972	0.141382815085637	0.443496059653715	1	1	NA	1	NA	NA	0
NUP98	8068	11	none	0	1	0	0	0	4	0	0	0	0	0	2	0.08894164760031	0.998739954185234	0.178084363	2.16464005854613	1.59833032022492	0.252362697312463	0.384926468244118	0.075523924476076	0.131925167094024	1.32487185854613	1.24992745243168	0.41707921620354	1	0.024609975390025	0.115780174252607	NA	NA	0
NUPL2	17010	7	none	0	0	0	0	0	1	0	0	0	0	0	0	0.093042074974577	0.46147954571924	0.006747041	0.120124421932853	0.14842016779306	1	0.319643683608199	NA	1	0.120124421932853	0.116067648765466	0.315114194874608	0.254178609696999	NA	0.315114194874608	NA	NA	0
NUPR1	29990	16	none	0	0	0	0	0	0	0	0	0	0	0	0	0.024704486870573	0.061915495366456	0.002772315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUPR2	44164	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.020569629041438	0.039583508397325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUS1	21042	6	consensus	0	0	0	0	0	0	0	0	1	0	0	0	0.002404431606606	0.250635038773629	0.272153354	0.8701869	0.515089625364846	0.208574964803386	1	NA	0.208574964803386	NA	NA	NA	NA	NA	NA	NA	NA	0
NUSAP1	18538	15	none	0	0	0	0	0	1	0	0	0	0	0	0	0.123750681239847	0.509574272806557	0.01214103	0.099648790828958	0.185558492072531	1	1	NA	1	0.099648790828958	0.145110588429958	1	0.308411908115546	NA	1	NA	NA	0
NUTF2	13722	16	none	0	0	0	0	0	1	0	0	0	0	0	0	0.043169070736308	0.075752343839773	0.264715968	0.8038077	0.201599923144833	0.099203406874324	0.0704336534403	NA	0.099203406874324	0.8038077	0.15765532015396	0.076082001378711	0.053591217872402	NA	0.076082001378711	NA	NA	0
NUTM1	29919	15	none	0	1	0	0	0	4	0	0	0	0	0	1	0.027112846610511	0.887284072867569	0.033322034	1.04035026519085	0.427204750919407	0.066533232556265	0.266720903599324	0.303805696194304	0.066533232556265	0.295251990100209	0.334082973479636	1	0.306548679900218	0.377221622778377	0.365100167732973	NA	NA	0
NUTM2A	23438	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.199335174728203	0.803911764812251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUTM2B	23445	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.200848087146167	0.810148979099078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUTM2D	23447	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.137676949312849	0.609724595857107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUTM2E	23448	10	none	0	0	0	0	0	0	0	0	0	0	0	0	0.200660348614707	0.80938291191805	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUTM2F	23450	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.175480036179217	0.81749679461449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NUTM2G	23449	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.172558561807155	0.80512851818312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NVL	8070	1	none	0	0	0	0	0	1	0	0	1	0	0	0	0.036198167244573	0.952628450968831	0.009021512	0.8262179	0.520966728176216	0.216660690932618	1	NA	0.216660690932618	0.8262179	0.407406783886403	0.140117202457454	0.347425769795452	NA	0.140117202457454	NA	NA	0
NWD1	27619	19	none	0	0	0	0	0	4	0	0	0	0	0	2	0.30966882077002	0.990875078964038	NA	0.460588119992099	0.655952747293997	1	0.39177682357335	0.662900337099663	0.609846971511545	0.460588119992099	0.512968649825375	1	0.245463188957528	0.662903337096663	0.45817170077731	NA	NA	0
NWD2	29229	4	none	0	0	0	0	0	6	0	0	0	0	0	2	0.327796606196277	0.987410984794895	NA	0.982943992513787	0.803833758905532	0.319757146425347	0.110116215308332	0.479347520652479	0.208050433717373	0.63400517034603	0.628614667277271	0.429429792229242	0.227767764699863	0.645299354700645	0.428805003856297	NA	NA	0
NXF1	8071	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.211605727975794	0.850377511663246	0.084274623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXF2	8072	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.143372656502621	0.647492614564726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXF2B	23984	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.143376831075829	0.64751952022623	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXF3	8073	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.112642608212326	0.424206381286537	0.0116764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXF5	8075	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.088931449315164	0.426190710695458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXN	18008	17	none	0	0	0	0	0	1	0	0	0	0	0	1	0.120285489410459	0.483304627603177	0.065756427	0.118560679932445	0.360116408384068	1	1	NA	1	0.117560679932445	0.281618498513499	1	1	NA	1	NA	NA	0
NXNL1	25179	19	none	0	0	0	0	0	0	0	0	0	0	0	1	0.046676781216902	0.094520181136598	0.002384285	0.001	0.12097161909242	1	1	NA	1	0.001	0.094602314524976	1	1	NA	1	NA	NA	0
NXNL2	30482	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.031892818614328	0.030299330047318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXPE1	28527	11	none	0	0	0	0	0	2	0	0	0	0	0	1	0.080358534031231	0.35159768632007	0.004049851	0.412151331439077	0.178917592144296	0.119300983459398	0.047235453178668	0.206553793446207	0.054928104158262	0.001	0.139917266984373	1	1	NA	1	NA	NA	0
NXPE2	26331	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.120805140821124	0.487269916178084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXPE3	28238	3	none	0	0	0	0	0	2	0	0	0	0	0	0	0.124807106993348	0.517495563900935	0.034486391	0.408708225676902	0.28859532506734	0.26362031692698	0.158039828732386	0.821980178019822	0.26362031692698	0.3059482	0.225687528341669	0.291227151819365	0.207094126916178	NA	0.291227151819365	NA	NA	0
NXPE4	23117	11	none	0	0	0	0	0	3	0	0	2	0	0	0	0.000308813549969	0.473921184971008	0.005827627	0.497217390100209	0.177293145261264	0.097210553884338	0.109379772095301	0.45967554032446	0.097210553884338	0.497217390100209	0.13864691583829	0.069784194278432	0.07173191386203	0.459440540559459	0.069784194278432	NA	NA	0
NXPH1	20693	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.062743993463142	0.204019512975244	0.083024626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXPH2	8076	2	none	0	0	0	0	0	1	0	0	0	0	0	0	0.057872817326909	0.167293178333296	0.244768313	0.236638444393878	0.231722773271222	0.344967066416095	0.296484363256207	NA	0.344967066416095	0.236638444393878	0.181212013562091	0.280175210637491	0.238866252451696	NA	0.280175210637491	NA	NA	0
NXPH3	8077	17	none	0	0	0	0	0	1	0	0	0	0	0	0	0.055573566641278	0.150913298254868	0.235616524	0.4640545	0.318602292494423	0.296927841991446	0.221368166986714	NA	0.296927841991446	0.4640545	0.249153599076068	0.23193785666602	0.168130683668671	NA	0.23193785666602	NA	NA	0
NXPH4	8078	12	none	0	0	0	0	0	0	0	0	0	0	0	0	0.066316470445733	0.232434679951498	0.064815552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXT1	15913	20	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028223696701165	0.020462498783615	0.178172074	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NXT2	18151	X	none	0	0	0	0	0	0	0	0	0	0	0	0	0.03623579524336	0.045062135018158	0.20198456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
NYAP1	22009	7	none	0	1	0	0	0	2	0	0	0	0	0	4	0.020400573020987	0.885628680106812	NA	0.904665325312251	0.594705734736764	0.227964348354714	1	0.077816922183078	0.227964348354714	0.904665325312251	0.465072216024421	0.146355474316668	1	0.077294922705077	0.146355474316668	NA	NA	0
NYAP2	29291	2	none	0	0	0	0	0	5	0	0	0	0	0	1	0.154442080910171	0.714577526564344	0.084336676	0.97209429529748	0.406641386539248	0.075331559325122	0.017056127103779	0.341543658456342	0.03580021855726	0.66736389529748	0.318001996144803	0.13152802220543	0.050522662930038	0.236708763291237	0.06489347182562	NA	NA	0
NYNRIN	20165	14	none	0	0	0	0	0	5	0	0	0	0	0	3	0.360582632566718	0.995959856865525	0.021411883	0.890678912900018	0.822476753867192	0.390466338563321	0.134753424747825	0.555714444285556	0.268970577016381	0.890678912900018	0.643193875907213	0.255738627011002	0.061918555388653	0.555100444899555	0.150219961761434	NA	NA	0
NYX	8082	X	discordant	0	0	0	0	0	1	0	0	0	0	0	0	0.067164410912696	0.239333714252214	NA	0.2528509	0.198153055678505	0.328888602381744	0.29095923826815	NA	0.328888602381744	0.2528509	0.15092520042844	0.243796708398326	0.213550339399081	NA	0.243796708398326	NA	NA	0
OAF	28752	11	none	0	0	0	0	0	1	0	0	0	0	0	0	0.059937829074968	0.182547124741022	0.006510235	0.2511856	0.190354021534342	0.353024756098793	0.313802562521262	NA	0.353024756098793	0.2511856	0.148860791906308	0.282654646770792	0.249718562350062	NA	0.282654646770792	NA	NA	0
OARD1	21257	6	none	0	0	0	0	0	1	0	0	0	0	0	0	0.058173207883059	0.169481296698467	NA	0.09808399670007	0.10389326237047	1	0.264467424472091	NA	1	0.09808399670007	0.081246685441882	0.264104807561335	0.213534299236791	NA	0.264104807561335	NA	NA	0
OAS1	8086	12	none	0	1	1	0	0	0	0	0	0	0	0	0	0.006393683277933	0.41082610257042	0.003204326	0.845413103629335	0.198644230328849	0.025753896292373	1	NA	0.025753896292373	0.845413103629335	0.155343907084394	0.015079087294244	1	NA	0.015079087294244	NA	NA	0
OAS2	8087	12	none	0	0	0	0	0	0	0	0	0	0	0	1	0.176428027620192	0.821380855111469	0.004371206	0.001	0.25828121099956	1	1	NA	1	0.001	0.201981262565437	1	1	NA	1	NA	NA	0
OAS3	8088	12	none	0	0	0	0	0	1	0	0	0	0	0	1	0.251522736651137	0.945274948987257	NA	0.09908399670007	0.475756963539596	1	1	NA	1	0.09908399670007	0.37205181049809	1	1	NA	1	NA	NA	0
OASL	8090	12	none	0	0	0	0	0	2	0	0	0	0	0	0	0.119114869734273	0.474342124802281	0.002064459	0.201066148591581	0.200509043766515	0.36482786612984	0.274670870739552	0.709001290998709	0.36482786612984	0.201066148591581	0.156802229860298	0.283610515762771	0.206971056638058	0.70970829029171	0.283610515762771	NA	NA	0
OAT	8091	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.123569537530004	0.50821165367241	0.011742443	0.3009707	0.226268124574512	0.298490024446016	0.185534364022279	NA	0.298490024446016	0.3009707	0.176946365176952	0.229441052698124	0.1351729599241	NA	0.229441052698124	NA	NA	0
OAZ1	8095	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.080218873503961	0.350381458176604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OAZ2	8096	15	none	0	0	0	0	0	2	0	0	0	0	0	1	0.058662404824301	0.173067586794215	NA	0.250657282330946	0.088683646371964	0.101000669895307	0.037443847997184	0.943357056642943	0.101000669895307	0.250657282330946	0.069352450353604	0.073683851466364	0.02382262671785	0.943074056925943	0.073683851466364	NA	NA	0
OAZ3	8097	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.059447858402261	0.178883704255512	0.004013691	0.182091719412412	0.123377497343072	0.273835885527796	0.208798979547782	NA	0.273835885527796	NA	NA	NA	NA	NA	NA	NA	NA	0
OBP2A	23380	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045618359012726	0.088636371266288	0.005407508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OBP2B	23381	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.045050998077093	0.085560152082708	0.016881417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OBSCN	15719	1	none	0	2	0	0	0	23	0	0	0	0	0	14	0.394165476843682	1	NA	5.09962427864143	5.29747824836991	1	1	0.00108697779374	0.00850489915705	4.68131757835347	4.14273783554658	0.296648281506575	0.31192171882754	0.025097677066856	0.045796653809066	NA	NA	0
OBSL1	29092	2	none	0	0	0	0	0	6	0	0	0	0	0	7	0.395154999706446	0.998937820943044	NA	1.07889327798646	1.43548187584008	1	1	0.357568642431358	0.725302220655737	0.912114046911342	1.12257659219537	1	0.403072738504358	0.412227587772412	0.464380525922237	NA	NA	0
OC90	8100	8	none	0	0	0	0	0	2	0	0	0	0	0	0	0.120662014320853	0.486178611360539	0.005703317	0.222510187751132	0.249852556205042	1	0.30651318099603	0.371613628386372	0.361350001422192	0.222510187751132	0.19538987974461	0.325152757239622	0.229053550258034	0.371937628062372	0.295010949926523	NA	NA	0
OCA2	8101	15	none	0	0	0	0	0	2	0	0	0	0	0	2	0.206087482015505	0.830633225583413	0.007389072	0.499606	0.397640304194822	0.308613363803712	0.175479324312563	0.035697964302036	0.038042164954022	0.2538509	0.310962963110431	1	0.389958111835184	NA	1	NA	NA	0
OCEL1	26221	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.073148733672671	0.289350250622401	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OCIAD1	16074	4	none	0	0	0	0	0	0	0	0	0	0	0	1	0.103919806771381	0.35604829818872	0.013145039	0.001	0.128645392723648	1	1	NA	1	0.001	0.100603364623349	1	1	NA	1	NA	NA	0
OCIAD2	28685	4	none	0	0	0	0	0	2	0	0	0	0	0	0	0.056129348657504	0.154811410228214	0.00792739	0.213298097006613	0.061505464631727	0.09010666168699	0.043741642559554	0.96986903013097	0.09010666168699	0.115214100306543	0.048098548682316	0.139536000789008	0.093392840630476	NA	0.139536000789008	NA	NA	0
OCLM	8103	1	none	0	0	0	0	0	0	0	0	0	0	0	0	0.009945415424127	0.005830450979346	0.005019975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OCLN	8104	5	none	0	0	0	0	0	1	0	0	0	0	0	0	0.13406213758906	0.58471369251204	0.023174891	0.2641532	0.273371043874191	1	0.296442554793278	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
OCM	8105	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.033693993210167	0.036005274181297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OCM2	34396	7	none	0	0	0	0	0	0	0	0	0	0	0	0	0.028357219737061	0.020779419128579	0.000660032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OCRL	8108	X	discordant	0	0	0	0	0	1	0	0	1	0	0	0	0.020884604508389	0.891837293180564	0.239609454	1.3561117	0.624039092612607	0.137181596075247	0.412018461269671	NA	0.137181596075247	0.8872354	0.475305439046815	0.200502377177774	1	NA	0.200502377177774	NA	NA	0
OCSTAMP	16116	20	none	0	0	0	0	0	1	0	0	0	0	0	0	0.116197428122283	0.451847316283066	NA	0.09808399670007	0.218030892784505	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
ODAM	26043	4	none	0	0	0	0	0	0	0	0	0	0	0	0	0.093085886583646	0.461852614462618	0.002098914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ODAPH	26300	4	none	0	1	0	0	0	0	0	0	0	0	0	0	0.001223919689997	0.108479135206605	0.020932114	0.647014278390574	0.059783230235774	0.028458178381605	1	NA	0.028458178381605	NA	NA	NA	NA	NA	NA	NA	NA	0
ODC1	8109	2	discordant	0	0	0	0	0	4	2	2	2	0	0	0	3.56E-11	0.359554641187725	0.108037809	3.30720605097917	0.240115882677855	1.37E-08	0.026876686474016	0.006110993889006	1.37E-08	2.4435363542791	0.187775599152546	1.05E-06	0.121876172032061	0.274153725846274	1.05E-06	NA	NA	1
ODF1	8113	8	none	0	0	0	0	0	1	0	0	0	0	0	0	0.074939369749542	0.304668027361971	0.013499328	0.196341165809214	0.144622496314971	0.289591241578062	0.201912516178608	NA	0.289591241578062	NA	NA	NA	NA	NA	NA	NA	NA	0
ODF2	8114	9	none	0	0	0	0	0	2	0	0	0	0	0	1	0.232430026133704	0.909356583691021	0.022463121	0.5781986	0.661410417332285	1	0.334543475496143	0.003235996764003	0.008474889100403	0.5781986	0.517236660962281	0.381008481316188	0.221107119109734	0.003214996785003	0.005863899468099	NA	NA	0
ODF2L	29225	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.164989495654832	0.770227653185545	0.002720206	0.152278563809119	0.254255844235897	1	0.380750626997693	NA	1	0.152278563809119	0.198833342288669	1	0.297603988728731	NA	1	NA	NA	0
ODF3	19905	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.061424101986969	0.193818921785521	0.014091077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ODF3B	34388	22	none	0	0	0	0	0	0	0	0	0	0	0	1	0.072923023020456	0.287428780555321	NA	0.001	0.328711964175922	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
ODF3L1	28735	15	none	0	0	0	0	0	0	0	0	0	0	0	0	0.082567976229649	0.370856878622843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ODF3L2	26841	19	none	0	0	0	0	0	0	0	0	0	0	0	0	0.066303803584879	0.232332036202958	0.004320841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ODF4	19056	17	none	0	0	0	0	0	0	0	0	0	0	0	0	0.05670553950414	0.158894509082626	0.005938162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
ODR4	24299	1	none	0	0	0	0	0	2	0	0	0	0	0	1	0.128585977197508	0.545443766903487	0.009606546	0.363346125135932	0.190083375891506	0.189533440767229	0.080597152012974	0.235236764763235	0.094142108341495	0.362346125135932	0.148649141401665	0.139790290249988	0.052002190826676	0.234894765105235	0.066023368136935	NA	NA	0
OFCC1	21017	6	none	0	0	0	0	0	2	0	0	0	0	0	0	NA	NA	NA	0.203457750838454	0.151428308181306	0.240823117318361	0.14506803318306	0.620797379202621	0.240823117318361	0.203457750838454	0.118420076924064	0.181377154751725	0.10412228834659	0.621753378246622	0.181377154751725	NA	NA	0
OFD1	2567	X	consensus	0	3	0	0	0	2	0	0	0	0	0	0	8.38E-05	0.895148006751665	0.011386314	2.13721082857186	0.24133433321242	0.000106344359952	0.319266316670091	NA	0.000106344359952	NA	NA	NA	NA	NA	NA	NA	NA	0
OGA	7056	10	none	0	0	0	0	0	0	0	0	1	0	0	1	0.02621419199864	0.877141025682157	0.036784252	0.5396021	0.476685454391453	0.372323830363117	1	NA	0.372323830363117	0.5396021	0.37277790959687	0.270921002315437	1	NA	0.270921002315437	NA	NA	0
OGDH	8124	7	none	0	0	0	0	0	3	0	0	0	0	0	0	0.247449679297988	0.93883846733492	0.064937104	0.319086940143758	0.754046602847066	1	1	0.981694018305982	0.999831413638451	0.196167993400139	0.589680078883041	1	1	0.993888006111994	0.999981283594884	NA	NA	0
OGDHL	25590	10	none	0	0	0	0	0	5	0	0	0	0	0	0	0.226291617239029	0.894355017841521	0.011913167	1.30008525443613	0.631453493453387	0.078643263833496	0.025468462931554	0.434269565730434	0.060879691632588	0.9178446	0.493809725320232	0.13855217432325	0.06176263773456	0.169479830520169	0.058193954990995	NA	NA	0
OGFOD1	25585	16	none	0	0	0	0	0	2	0	0	0	0	0	0	0.140779029866657	0.63055330380568	0.00917231	0.196167993400139	0.25737426479712	1	0.402816414915172	0.012961987038013	0.032659283828882	0.196167993400139	0.201272011829238	1	0.323603692488198	0.013010986989013	0.027242138852556	NA	NA	0
OGFOD2	25823	12	none	0	0	0	0	0	0	0	0	1	0	0	2	0.003079108548376	0.326250276105442	0.003490532	0.4843097	0.270957487721658	0.19457313010488	1	NA	0.19457313010488	0.001	0.211894373809764	1	1	NA	1	NA	NA	0
OGFOD3	26174	17	none	0	1	0	0	0	1	0	0	0	0	0	1	0.004488524710372	0.463155805516406	NA	0.953962478390574	0.221514208462397	0.014055276707163	0.185690372132529	NA	0.014055276707163	0.648014278390574	0.173228704202934	0.042008178288436	1	NA	0.042008178288436	NA	NA	0
OGFR	15768	20	none	0	0	0	0	0	1	0	0	0	0	0	1	0.171448858453713	0.800271228417724	0.021388086	0.09908399670007	0.365704031110412	1	1	NA	1	0.09908399670007	0.285988135347083	1	1	NA	1	NA	NA	0
OGFRL1	21378	6	none	0	0	0	0	0	1	0	0	0	0	0	1	0.115043082560551	0.442894584474358	0.01369609	0.2721802	0.246606367351466	0.367452889683459	0.279276589122812	NA	0.367452889683459	0.2711802	0.192851292750095	0.292888437512501	0.218108460866499	NA	0.292888437512501	NA	NA	0
OGG1	8125	3	none	0	0	0	0	0	1	0	0	0	0	0	1	0.130098555116684	0.55644533119268	0.00713441	0.09908399670007	0.299703842079354	1	1	NA	1	0.09808399670007	0.234374618984589	1	1	NA	1	NA	NA	0
OGN	8126	9	none	0	0	0	0	0	0	0	0	0	0	0	0	0.080464319651545	0.35251904744021	0.002718359	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OGT	8127	X	discordant	0	0	0	0	0	7	1	0	0	0	0	0	0.021971181520333	0.81545959480083	0.399060712	5.42027059101333	0.952350396002557	0.000132786517997	0.000222470581811	0.000974999025001	3.55E-06	5.42027059101333	0.72536693366966	2.38E-05	4.82E-05	0.000991999008001	8.54E-07	NA	NA	1
OIP5	20300	15	none	0	0	0	0	0	2	0	0	0	0	0	0	0.052886678814378	0.132652384797749	0.002813031	0.198254631338861	0.115796195607547	0.24652060084512	0.202284999256118	0.962527037472963	0.24652060084512	0.198254631338861	0.090555026045338	0.193668171801811	0.157204606285951	0.962401037598962	0.193668171801811	NA	NA	0
OIT3	29953	10	none	0	0	0	0	0	3	0	0	0	0	0	1	0.146171770900178	0.665268321237471	0.003162437	0.513576565036251	0.349753338750439	0.26509805618403	0.157291180605298	0.78990021009979	0.26509805618403	0.409371307377583	0.273514363177625	0.254179332575206	0.153867172627552	0.850874149125851	0.254179332575206	NA	NA	0
OLA1	28833	2	none	0	0	0	0	0	3	0	0	0	0	0	1	0.107426011730642	0.383424219473055	0.026253683	0.798554487941374	0.174415847849678	0.02416021532695	0.002868738487728	0.81049018950981	0.016424393739383	0.6128964	0.13639680960052	0.048285999116734	0.006336416809236	0.865559134440866	0.034036097241412	NA	NA	0
OLAH	25625	10	none	0	0	0	0	0	1	0	0	0	0	0	0	0.084393521401191	0.386774016714366	0.006009285	0.09808399670007	0.102375373308365	1	0.437348831255102	NA	1	0.09808399670007	0.080059664721282	0.408167061945807	0.36220657524997	NA	0.408167061945807	NA	NA	0
OLFM1	17187	9	none	0	0	0	0	0	4	0	0	0	0	0	1	0.113988035780479	0.434691220022573	0.053510984	2.34813993145724	0.767143715263796	0.021041327999428	0.012364002223254	0.367553632446368	0.021041327999428	1.58666173145724	0.599922292366765	0.059290742829873	0.039867687150954	0.42031157968842	0.059290742829873	NA	NA	0
OLFM2	17189	19	none	0	0	0	0	0	1	0	0	0	0	0	0	0.105447327141496	0.367960510087707	0.212141328	0.4173575	0.593060991159814	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0
OLFM3	17990	1	none	0	1	0	0	0	2	0	0	0	0	0	0	0.007761719495557	0.496187881777775	0.013134726	1.0957578135489	0.252572473727176	0.015637913797825	0.098026458099325	0.117767882232118	0.015637913797825	0.448743535158329	0.19751691164549	0.145977926973204	0.062899703084967	0.118238881761118	0.043888810868731	NA	NA	0
OLFM4	17190	13	none	0	0	0	0	0	2	0	0	0	0	0	1	0.115627986526881	0.447434116537336	NA	0.322550633113498	0.193079009260616	0.199478129428122	0.109893454211791	0.535912464087536	0.199478129428122	0.140967805722719	0.15099178881196	1	0.275550231017401	NA	1	NA	NA	0
OLFML1	24473	11	none	0	0	0	0	0	0	0	0	0	0	0	0	0.104916504416896	0.363817725715969	0.003319661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
OLFML2A	27270	9	none	0	0	0	0	0	4	0	0	0	0	0	0	0.151177270009805	0.695697044366951	0.002243846	0.673657393400139	0.445975756048088	0.232181541842938	0.139637162845045	0.390546609453391	0.213172025495743	0.57557339670007	0.348762288714533	0.22052346998004	0.136759380450629	0.409105590894409	0.217267653409421	NA	NA	0
OLFML2B	24558	1	none	0	0	0	0	0	3	0	0	1	0	0	0	0.019551007905204	0.873821433797392	0.003129577	0.861600493400139	0.436797344808667	0.131565809555784	0.302794036506104	0.826705173294827	0.131565809555784	0.2026327	0.341584580807292	1	1	NA	1	NA	NA	0
OLFML3	24956	1	none	0	0	0	0	0	1	0	0	0	0	0	0	0.107269573303193	0.382200761161802	0.010073687	0.196088033296795	0.256515043846687	1	0.405294735606004	NA	1	0.196088033296795	0.20060008322971	1	0.327425904792904	NA	1	NA	NA	0
OLIG1	16983	21	none	0	0	0	0	0	0	0	0	0	0	0	0	0.048101954128124	0.102735707410191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
