transcript	gene	chr	amino_acids	genomic_start	genomic_end	obs_mis	exp_mis	obs_exp	chisq_diff_null	region_name
ENST00000374994.4	TGFBR1	9	270-504	101904820	101911587	43	69,60511467	0,617770694	11,78936688	TGFBR1_3
ENST00000371757.2	KCNT1	9	1-1068	138594105	138678069	290	466,3408613	0,621862728	66,68105228	KCNT1_1
ENST00000371757.2	KCNT1	9	1069-1236	138678070	138684007	86	78,08769252	1,101325923	0,801721855	KCNT1_2
ENST00000445726.1	FAM219A	9	1-86	34458261	34402708	26	38,14244384	0,681655326	3,865482322	FAM219A_1
ENST00000445726.1	FAM219A	9	87-186	34402707	34400962	7	39,75504592	0,176078277	26,98759386	FAM219A_2
ENST00000401783.2	SVEP1	9	1-191	113341823	113312343	22	69,01628796	0,318765333	32,02912528	SVEP1_1
ENST00000401783.2	SVEP1	9	192-3572	113312342	113128819	1064	969,295729	1,097704207	9,253005737	SVEP1_2
ENST00000375344.3	HIATL1	9	1-66	97137102	97177529	11	9,55628545	1,151074867	0	HIATL1_1
ENST00000375344.3	HIATL1	9	67-132	97177530	97203267	0	16,52591324	0	33,05182648	HIATL1_2
ENST00000375344.3	HIATL1	9	133-507	97203268	97221694	115	125,7499301	0,914513431	0,946341504	HIATL1_3
ENST00000373600.3	NEK6	9	1-104	127055220	127074907	26	31,30289136	0,8305942	0,953858311	NEK6_1
ENST00000373600.3	NEK6	9	105-285	127074908	127110023	32	79,1634028	0,404227192	36,35700058	NEK6_2
ENST00000373600.3	NEK6	9	286-348	127110024	127113226	28	21,72385796	1,2889055	0	NEK6_3
ENST00000291900.2	ZER1	9	1-101	131517844	131516094	30	44,43765662	0,675103106	5,301922217	ZER1_1
ENST00000291900.2	ZER1	9	102-695	131516093	131497668	95	238,8867756	0,397677937	112,5721181	ZER1_2
ENST00000291900.2	ZER1	9	696-767	131497667	131493616	27	26,34095848	1,025019648	0	ZER1_3
ENST00000374736.3	ABCA1	9	1-855	107665960	107586837	273	277,0062964	0,985537165	0,058223778	ABCA1_1
ENST00000374736.3	ABCA1	9	856-983	107586836	107583667	18	48,14007572	0,373908843	24,86539453	ABCA1_2
ENST00000374736.3	ABCA1	9	984-2262	107583666	107546596	336	417,0369561	0,805683993	16,87911814	ABCA1_3
ENST00000371817.3	COL5A1	9	1-470	137534034	137630340	195	191,3779975	1,018925909	0	COL5A1_1
ENST00000371817.3	COL5A1	9	471-1247	137630341	137704345	206	302,5855825	0,680799126	34,76211474	COL5A1_2
ENST00000371817.3	COL5A1	9	1248-1839	137704346	137734149	195	226,0046916	0,862813947	4,462465291	COL5A1_3
ENST00000277225.5	ZNF462	9	1-1450	109685665	109690543	442	477,8507131	0,924975077	2,689697001	ZNF462_1
ENST00000277225.5	ZNF462	9	1451-2437	109690544	109771947	213	379,0765006	0,56189186	72,7594668	ZNF462_2
ENST00000277225.5	ZNF462	9	2438-2507	109771948	109773311	26	19,18394774	1,355299772	2,421741813	ZNF462_3
ENST00000371732.5	CARD9	9	1-140	139266530	139265500	37	62,01322067	0,596646967	10,08915844	CARD9_1
ENST00000371732.5	CARD9	9	141-537	139265499	139258754	175	156,5289496	1,118004053	2,179658809	CARD9_2
ENST00000259335.4	KIAA0368	9	1-85	114247025	114246658	67	42,89410773	1,561986099	0	KIAA0368_1
ENST00000259335.4	KIAA0368	9	86-450	114246657	114195545	43	82,69327985	0,519993887	23,14787247	KIAA0368_2
ENST00000259335.4	KIAA0368	9	451-2018	114195544	114124310	425	423,3429432	1,003914219	0	KIAA0368_3
ENST00000359246.4	PHF2	9	1-21	96339056	96339118	0	12,77332326	0	12,77332326	PHF2_1
ENST00000359246.4	PHF2	9	22-1097	96339119	96439958	255	373,2115221	0,683258648	37,44247736	PHF2_2
ENST00000375011.3	GALNT12	9	1-95	101569981	101570265	1	20,29386541	0,049275975	18,34314138	GALNT12_1
ENST00000375011.3	GALNT12	9	96-582	101570266	101611374	174	169,481477	1,026660866	0,120467737	GALNT12_2
ENST00000253008.2	PRDM12	9	1-279	133540041	133556789	64	122,9465655	0,520551345	28,26185157	PRDM12_1
ENST00000253008.2	PRDM12	9	280-368	133556790	133557056	3	46,13738675	0,065023189	40,33245632	PRDM12_2
ENST00000374672.4	KLF4	9	1-400	110251453	110249373	152	164,4208603	0,924456907	0,9383102	KLF4_1
ENST00000374672.4	KLF4	9	401-480	110249372	110248032	11	38,76323099	0,283774075	19,88474581	KLF4_2
ENST00000545128.1	PCSK5	9	1-665	78506098	78794606	136	282,1118317	0,482078327	75,67448427	PCSK5_1
ENST00000545128.1	PCSK5	9	666-1861	78794607	78973838	420	371,09927	1,131772639	6,443778224	PCSK5_2
ENST00000309971.4	GLE1	9	1-38	131267085	131271169	7	25,13470097	0,278499434	13,08419701	GLE1_1
ENST00000309971.4	GLE1	9	39-699	131271170	131303449	201	215,0960696	0,934466168	0,923769453	GLE1_2
ENST00000343053.4	NELFB	9	1-80	140149962	140150496	6	26,69185949	0,224787636	16,04058531	NELFB_1
ENST00000343053.4	NELFB	9	81-581	140150497	140167380	153	196,0190368	0,780536434	9,441111203	NELFB_2
ENST00000376083.3	AGTPBP1	9	1-596	88327448	88247684	161	161,8198293	0,994933691	0,004160541	AGTPBP1_1
ENST00000376083.3	AGTPBP1	9	597-1069	88247683	88193850	88	149,6819902	0,587913081	29,87697561	AGTPBP1_2
ENST00000376083.3	AGTPBP1	9	1070-1187	88193849	88162024	37	31,43676634	1,176965837	0	AGTPBP1_3
ENST00000389120.3	RNF20	9	1-881	104297706	104323506	199	301,6609436	0,659681023	34,93746726	RNF20_1
ENST00000389120.3	RNF20	9	882-976	104323507	104324704	10	40,25394756	0,248422841	22,73817597	RNF20_2
ENST00000431067.2	ORM2	9	1-87	117092185	117093075	5	29,29473872	0,170679112	20,14813428	ORM2_1
ENST00000431067.2	ORM2	9	88-202	117093076	117095414	52	36,34659185	1,43067059	6,741462519	ORM2_2
ENST00000376395.4	UBQLN1	9	1-188	86322594	86294837	42	58,90603338	0,712999969	5,397059041	UBQLN1_1
ENST00000376395.4	UBQLN1	9	189-288	86294836	86293362	3	30,59327878	0,098060755	41,25354927	UBQLN1_2
ENST00000376395.4	UBQLN1	9	289-590	86293361	86276702	78	85,2200638	0,915277418	0,629748676	UBQLN1_3
ENST00000380672.4	BNC2	9	1-111	16870646	16583081	41	31,88753509	1,285768871	0	BNC2_1
ENST00000380672.4	BNC2	9	112-243	16583080	16437463	21	52,56471798	0,399507518	24,59348272	BNC2_2
ENST00000380672.4	BNC2	9	244-1100	16437462	16418987	297	285,5254563	1,040187463	0	BNC2_3
ENST00000375419.1	C9orf129	9	1-123	96098235	96081453	0	40,7816825	0	40,7816825	C9orf129_1
ENST00000375419.1	C9orf129	9	124-197	96081452	96080680	29	32,27686674	0,898476306	0,332679615	C9orf129_2
ENST00000297814.2	KIF27	9	1-835	86530506	86495350	271	234,2748141	1,156761136	5,757081857	KIF27_1
ENST00000297814.2	KIF27	9	836-1199	86495349	86457276	76	112,7061806	0,674319719	11,95447921	KIF27_2
ENST00000297814.2	KIF27	9	1200-1402	86457275	86451916	13	61,73191984	0,210587975	38,46956351	KIF27_3
ENST00000374566.3	EPB41L4B	9	1-115	112082726	112042163	1	18,05936781	0,055372924	16,11474073	EPB41L4B_1
ENST00000374566.3	EPB41L4B	9	116-901	112042162	111936834	251	274,794498	0,913409846	2,060369248	EPB41L4B_2
ENST00000314888.9	TLN1	9	1-401	35725691	35720812	67	145,5408879	0,460351733	53,12934023	TLN1_1
ENST00000314888.9	TLN1	9	402-2483	35720811	35698092	517	733,4071951	0,704928999	71,26781998	TLN1_2
ENST00000314888.9	TLN1	9	2484-2542	35698091	35697788	4	24,52943986	0,163069358	26,55024242	TLN1_3
ENST00000341349.2	NOXA1	9	1-68	140317982	140320726	9	24,67247297	0,364778999	9,955483964	NOXA1_1
ENST00000341349.2	NOXA1	9	69-484	140320727	140328812	148	131,5042072	1,125439278	2,06922033	NOXA1_2
ENST00000374586.3	TMEM245	9	1-240	111882193	111868867	32	70,89960144	0,451342453	21,34255992	TMEM245_1
ENST00000374586.3	TMEM245	9	241-880	111868866	111782740	180	190,4965036	0,944899232	0,578365411	TMEM245_2
ENST00000259455.2	GABBR2	9	1-255	101471019	101243247	25	110,6445787	0,225948712	66,29329646	GABBR2_1
ENST00000259455.2	GABBR2	9	256-942	101243246	101052866	121	254,1032721	0,476184344	69,72157779	GABBR2_2
ENST00000336395.5	TESK1	9	1-271	35605617	35608174	44	115,6300516	0,380523916	44,37310392	TESK1_1
ENST00000336395.5	TESK1	9	272-627	35608175	35609739	142	145,6292501	0,975078838	0,090445129	TESK1_2
ENST00000356083.3	COL27A1	9	1-900	116918231	116999968	397	372,4695593	1,065858914	0	COL27A1_1
ENST00000356083.3	COL27A1	9	901-919	116999969	117002529	0	8,47824314	0	16,95648628	COL27A1_2
ENST00000356083.3	COL27A1	9	920-1861	117002530	117072975	311	339,4537762	0,916177759	2,454641414	COL27A1_3
ENST00000394105.2	GAPVD1	9	1-1157	128061201	128112664	333	352,8416216	0,94376621	1,115769576	GAPVD1_1
ENST00000394105.2	GAPVD1	9	1158-1488	128112665	128125025	53	111,5568571	0,475094059	30,73684218	GAPVD1_2
ENST00000371553.3	GRIN1	9	1-540	140033939	140056465	73	250,5452282	0,291364559	125,8148411	GRIN1_1
ENST00000371553.3	GRIN1	9	541-853	140056466	140058263	3	130,021072	0,023073183	124,0902916	GRIN1_2
ENST00000371553.3	GRIN1	9	854-944	140058264	140062294	10	44,32694115	0,225596437	26,58290552	GRIN1_3
ENST00000375835.4	SHC3	9	1-285	91793375	91667059	48	130,3560349	0,368222308	52,03070568	SHC3_1
ENST00000375835.4	SHC3	9	286-595	91667058	91628362	101	106,4117394	0,949143399	0,27522267	SHC3_2
ENST00000277541.6	NOTCH1	9	1-1501	139440238	139399845	499	629,8847197	0,792208454	29,30457855	NOTCH1_1
ENST00000277541.6	NOTCH1	9	1502-2104	139399844	139391879	162	305,4014706	0,530449312	81,37693837	NOTCH1_2
ENST00000277541.6	NOTCH1	9	2105-2556	139391878	139390523	166	203,3633327	0,816273012	7,328538221	NOTCH1_3
ENST00000371372.1	CACNA1B	9	1-1678	140772386	140972650	346	568,0761913	0,609073229	86,81552847	CACNA1B_1
ENST00000371372.1	CACNA1B	9	1679-1809	140972651	141000258	10	46,46250176	0,215227326	28,61477502	CACNA1B_2
ENST00000371372.1	CACNA1B	9	1810-2340	141000259	141016451	196	191,8331672	1,021721128	0,090508307	CACNA1B_3
ENST00000375249.4	HABP4	9	1-111	99212562	99212894	5	25,91652138	0,192927127	16,88115701	HABP4_1
ENST00000375249.4	HABP4	9	112-414	99212895	99252320	107	117,8712723	0,907769958	1,0026579	HABP4_2
ENST00000372338.4	FIBCD1	9	1-130	133813994	133805116	16	42,63282467	0,375297676	16,63758748	FIBCD1_1
ENST00000372338.4	FIBCD1	9	131-462	133805115	133779451	168	158,6789741	1,058741405	0,547530154	FIBCD1_2
ENST00000382004.3	RFX3	9	1-159	3395588	3301618	42	56,11501021	0,748462842	3,550449559	RFX3_1
ENST00000382004.3	RFX3	9	160-648	3301617	3248056	48	164,899583	0,291086242	82,87172264	RFX3_2
ENST00000382004.3	RFX3	9	649-750	3248055	3225042	31	31,97772627	0,969424772	0,029894203	RFX3_3
ENST00000371663.4	RABL6	9	1-166	139702649	139726212	32	63,59988954	0,503145528	15,70054644	RABL6_1
ENST00000371663.4	RABL6	9	167-731	139726213	139734974	271	181,8375139	1,490341537	43,72007045	RABL6_2
ENST00000354185.4	DDX21	10	1-250	70715982	70723189	80	71,39188633	1,120575518	1,037927763	DDX21_1
ENST00000354185.4	DDX21	10	251-784	70723190	70742568	110	178,3824486	0,616652596	26,21423416	DDX21_2
ENST00000465148.2	CCNJ	10	1-217	97804151	97816915	27	69,82810991	0,386663767	26,26803161	CCNJ_1
ENST00000465148.2	CCNJ	10	218-384	97816916	97817998	56	57,91639155	0,966911068	0,06341135	CCNJ_2
ENST00000428433.1	PAX2	10	1-114	102506018	102510580	15	61,15908347	0,245262014	34,83801369	PAX2_1
ENST00000428433.1	PAX2	10	115-418	102510581	102587376	104	121,68592	0,854659274	2,570484456	PAX2_2
ENST00000279873.7	ARID5B	10	1-325	63661469	63817004	66	117,2700972	0,56280332	22,41511627	ARID5B_1
ENST00000279873.7	ARID5B	10	326-400	63817005	63845461	4	30,98450421	0,129096789	23,50089137	ARID5B_2
ENST00000279873.7	ARID5B	10	401-426	63845462	63845539	0	7,776111984	0	7,776111984	ARID5B_3
ENST00000279873.7	ARID5B	10	427-1189	63845540	63852789	207	244,311944	0,847277446	5,698375384	ARID5B_4
ENST00000412718.1	NUTM2D	10	1-44	89118023	89118154	25	11,64307796	2,147198541	15,32304148	NUTM2D_1
ENST00000412718.1	NUTM2D	10	45-558	89118155	89127129	1	20,96175219	0,047705936	19,00945812	NUTM2D_2
ENST00000379999.5	FBXO18	10	1-268	5936453	5948493	104	98,60929912	1,054667267	0,294694884	FBXO18_1
ENST00000379999.5	FBXO18	10	269-1095	5948494	5979243	187	309,3619276	0,604469986	48,39781498	FBXO18_2
ENST00000361972.4	SFMBT2	10	1-219	7423860	7325981	57	84,54398865	0,674205238	10,14681672	SFMBT2_1
ENST00000361972.4	SFMBT2	10	220-780	7325980	7213932	211	202,1218646	1,043924666	0	SFMBT2_2
ENST00000361972.4	SFMBT2	10	781-895	7213931	7205732	18	44,03680446	0,408749005	19,86606523	SFMBT2_3
ENST00000211998.4	VCL	10	1-151	75757966	75830795	16	52,58892233	0,304246584	25,45686768	VCL_1
ENST00000211998.4	VCL	10	152-915	75830796	75868914	210	267,0003577	0,7865158	12,16867576	VCL_2
ENST00000211998.4	VCL	10	916-976	75871667	75871849	32	26,73600197	1,196888003	1,036418058	VCL_3
ENST00000211998.4	VCL	10	977-1135	75871850	75877927	16	55,46016021	0,28849538	28,07608629	VCL_4
ENST00000397962.3	ZMYND11	10	1-158	225953	282813	12	57,44923331	0,208880072	53,31458641	ZMYND11_1
ENST00000397962.3	ZMYND11	10	159-540	282814	294962	75	136,6398691	0,548888113	33,30063946	ZMYND11_2
ENST00000397962.3	ZMYND11	10	541-603	294963	298410	3	23,16704001	0,129494316	28,06937027	ZMYND11_3
ENST00000368909.3	DMBT1	10	1-1103	124320287	124359608	353	299,0272657	1,180494358	0	DMBT1_1
ENST00000368909.3	DMBT1	10	1104-1174	124359609	124361491	0	10,7215305	0	21,44306101	DMBT1_2
ENST00000368909.3	DMBT1	10	1175-2414	124361492	124402914	361	351,009846	1,028461179	0	DMBT1_3
ENST00000369966.3	NFKB2	10	1-331	104155717	104158497	36	122,5322566	0,293800188	61,1090634	NFKB2_1
ENST00000369966.3	NFKB2	10	332-901	104158498	104162133	118	186,2935238	0,633409029	25,03578921	NFKB2_2
ENST00000265990.6	BTAF1	10	1-1246	93683834	93767957	255	356,0597404	0,716171954	31,86364011	BTAF1_1
ENST00000265990.6	BTAF1	10	1247-1529	93767958	93776099	26	80,03669355	0,324851001	49,60517674	BTAF1_2
ENST00000265990.6	BTAF1	10	1530-1850	93776100	93788690	81	101,7872494	0,795777472	4,567916992	BTAF1_3
ENST00000381312.1	ADARB2	10	1-348	1779344	1405256	84	167,6165821	0,501143735	41,71265584	ADARB2_1
ENST00000381312.1	ADARB2	10	349-740	1405255	1229133	157	179,7213584	0,873574523	2,872558571	ADARB2_2
ENST00000392870.2	GRK5	10	1-82	120967430	121140424	26	27,6619339	0,939919822	0,101911264	GRK5_1
ENST00000392870.2	GRK5	10	83-515	121140425	121212659	93	176,9965983	0,525433827	48,29642681	GRK5_2
ENST00000392870.2	GRK5	10	516-591	121212660	121214579	33	27,95691143	1,180387901	0	GRK5_3
ENST00000380753.4	AKR1C2	10	1-190	5046027	5040817	57	53,89750008	1,057562965	0,178589094	AKR1C2_1
ENST00000380753.4	AKR1C2	10	191-324	5038057	5032188	2	24,76651285	0,080754203	20,92802126	AKR1C2_2
ENST00000369144.3	EIF3A	10	1-307	120840188	120828987	30	100,0724269	0,299782877	49,06591321	EIF3A_1
ENST00000369144.3	EIF3A	10	308-1383	120828986	120795551	344	483,7652949	0,711088628	40,37978308	EIF3A_2
ENST00000396432.2	ARHGAP21	10	1-1142	25010828	24885720	300	361,5903815	0,829668087	11,1430308	ARHGAP21_1
ENST00000396432.2	ARHGAP21	10	1143-1340	24885719	24880595	17	61,80073478	0,275077636	45,71760463	ARHGAP21_2
ENST00000396432.2	ARHGAP21	10	1341-1959	24880594	24873341	162	207,8715727	0,779327341	10,96213221	ARHGAP21_3
ENST00000334464.5	PDZD8	10	1-369	119134738	119049851	95	169,1849473	0,561515676	32,52893651	PDZD8_1
ENST00000334464.5	PDZD8	10	370-1155	119049850	119042779	227	241,7710951	0,938904628	0,902445555	PDZD8_2
ENST00000334828.5	PGAM1	10	1-45	99186065	99186199	0	26,00646401	0	26,00646401	PGAM1_1
ENST00000334828.5	PGAM1	10	46-255	99186200	99192281	31	76,33789475	0,406089271	26,92666214	PGAM1_2
ENST00000263102.6	CCDC6	10	1-335	61666182	61564278	45	135,2335445	0,332757676	60,20763988	CCDC6_1
ENST00000263102.6	CCDC6	10	336-475	61564277	61552675	52	60,00476468	0,866597849	1,067852826	CCDC6_2
ENST00000327946.7	GRID1	10	1-418	88126149	87489351	107	182,2869118	0,586986739	31,09449295	GRID1_1
ENST00000327946.7	GRID1	10	419-1010	87489350	87362030	210	224,989142	0,933378376	0,998600982	GRID1_2
ENST00000395526.4	ASAH2	10	1-169	52008370	52002965	71	54,13085167	1,311636485	5,257042087	ASAH2_1
ENST00000395526.4	ASAH2	10	170-781	52002964	51947075	0	21,37574136	0	21,37574136	ASAH2_2
ENST00000369755.3	SLK	10	1-270	105727504	105759652	38	76,20171302	0,498676454	19,15141825	SLK_1
ENST00000369755.3	SLK	10	271-788	105759653	105765333	161	133,3542751	1,207310376	5,731245606	SLK_2
ENST00000369755.3	SLK	10	789-1236	105765334	105785478	86	147,2991265	0,58384596	25,50987912	SLK_3
ENST00000370992.4	RRP12	10	1-173	99160988	99153452	48	82,28323064	0,583350941	14,2840758	RRP12_1
ENST00000370992.4	RRP12	10	174-1298	99153451	99116851	415	413,7848007	1,002936791	0,003568786	RRP12_2
ENST00000305242.5	ARMC4	10	1-370	28284071	28260069	101	102,9282923	0,981265673	0,036352991	ARMC4_1
ENST00000305242.5	ARMC4	10	371-463	28260068	28233889	2	20,84813441	0,095931845	28,31979967	ARMC4_2
ENST00000305242.5	ARMC4	10	464-1045	28233888	28101441	217	205,093339	1,05805484	0	ARMC4_3
ENST00000457416.2	FGFR2	10	1-157	123353331	123310957	56	59,7511347	0,937220695	0,240582443	FGFR2_1
ENST00000457416.2	FGFR2	10	158-751	123310956	123243263	121	219,5801454	0,551051644	52,94601792	FGFR2_2
ENST00000457416.2	FGFR2	10	752-823	123243262	123239371	26	20,68011153	1,257246604	0	FGFR2_3
ENST00000399262.2	JMJD1C	10	1-1702	65225422	64960406	558	487,8710591	1,143744827	10,08067245	JMJD1C_1
ENST00000399262.2	JMJD1C	10	1703-1922	64960405	64953201	17	62,15761241	0,273498279	32,80708315	JMJD1C_2
ENST00000399262.2	JMJD1C	10	1923-2236	64953200	64946006	88	84,84309364	1,037208761	0,117464573	JMJD1C_3
ENST00000399262.2	JMJD1C	10	2237-2541	64946005	64927805	45	85,90085463	0,523859747	19,47454326	JMJD1C_4
ENST00000322680.3	CAMK2G	10	1-327	75634219	75597235	33	127,2642974	0,259302889	69,8212927	CAMK2G_1
ENST00000322680.3	CAMK2G	10	328-557	75597234	75574773	49	81,27976752	0,602856055	12,81971422	CAMK2G_2
ENST00000368648.3	EBF3	10	1-387	131762032	131641407	55	188,350777	0,292008352	94,41123636	EBF3_1
ENST00000368648.3	EBF3	10	388-552	131641406	131636193	46	74,98121731	0,613486972	11,20161805	EBF3_2
ENST00000287239.4	KAT6B	10	1-713	76602616	76739005	182	223,6585228	0,813740508	8,291640666	KAT6B_1
ENST00000287239.4	KAT6B	10	714-967	76739006	76780923	39	81,09343713	0,480926711	27,08772395	KAT6B_2
ENST00000287239.4	KAT6B	10	968-2074	76780924	76790804	351	364,1058091	0,964005493	0,477501241	KAT6B_3
ENST00000309035.6	CTBP2	10	1-568	126716328	126692036	296	274,242452	1,079336907	1,726176575	CTBP2_1
ENST00000309035.6	CTBP2	10	569-986	126692035	126678087	90	183,2922709	0,491019068	47,483987	CTBP2_2
ENST00000398706.2	ZSWIM8	10	1-519	75545637	75551854	46	189,367854	0,242913457	108,541873	ZSWIM8_1
ENST00000398706.2	ZSWIM8	10	520-782	75551855	75553378	100	83,86806892	1,192348903	3,102959251	ZSWIM8_2
ENST00000398706.2	ZSWIM8	10	783-1236	75553379	75557584	91	165,6119778	0,549477165	33,61439979	ZSWIM8_3
ENST00000398706.2	ZSWIM8	10	1237-1389	75557585	75558202	7	55,73212616	0,125600807	42,61133181	ZSWIM8_4
ENST00000398706.2	ZSWIM8	10	1390-1843	75558203	75561277	114	150,4662207	0,757645134	8,83776602	ZSWIM8_5
ENST00000278070.2	PPRC1	10	1-53	103892826	103897612	5	18,19049726	0,274868792	9,564841219	PPRC1_1
ENST00000278070.2	PPRC1	10	54-1527	103897613	103908415	543	489,7295443	1,108775254	5,794507366	PPRC1_2
ENST00000278070.2	PPRC1	10	1528-1665	103908416	103909786	27	51,62393714	0,523013189	11,74529324	PPRC1_3
ENST00000396271.3	ACBD5	10	1-58	27529617	27529255	9	25,47995174	0,353218879	10,65892165	ACBD5_1
ENST00000396271.3	ACBD5	10	59-526	27529254	27486359	155	144,7906294	1,070511266	0,719875649	ACBD5_2
ENST00000280772.2	ANK3	10	1-1285	62149296	61844579	292	453,1405056	0,644391743	57,30289439	ANK3_1
ENST00000280772.2	ANK3	10	1286-4378	61844578	61802449	923	897,6329214	1,028259969	0,716872857	ANK3_2
ENST00000359653.4	ZRANB1	10	1-273	126631063	126655167	74	81,85413496	0,904047181	0,753626387	ZRANB1_1
ENST00000359653.4	ZRANB1	10	274-709	126655168	126673561	77	150,9822494	0,509993726	36,25176633	ZRANB1_2
ENST00000372141.2	NRG3	10	1-384	83635097	84711322	117	175,4086481	0,667013863	19,44927009	NRG3_1
ENST00000372141.2	NRG3	10	385-697	84711323	84745361	101	91,36279459	1,105482822	1,016559624	NRG3_2
ENST00000369983.3	GBF1	10	1-671	104018696	104123152	211	222,5005547	0,948312243	0,604952788	GBF1_1
ENST00000369983.3	GBF1	10	672-1704	104123153	104140385	263	380,9221519	0,690429786	40,99233973	GBF1_2
ENST00000369983.3	GBF1	10	1705-1860	104140386	104142093	61	56,40879526	1,081391647	0	GBF1_3
ENST00000375790.5	MKX	10	1-66	28032344	28030424	36	34,63391971	1,039443421	0	MKX_1
ENST00000375790.5	MKX	10	67-174	28030423	28023701	17	49,56363747	0,342993389	28,74577536	MKX_2
ENST00000375790.5	MKX	10	175-353	28023700	27964158	68	64,35292253	1,056673067	0	MKX_3
ENST00000543371.1	TCF7L2	10	1-183	114710516	114799882	44	69,64636738	0,631763029	9,443940645	TCF7L2_1
ENST00000543371.1	TCF7L2	10	184-464	114799883	114925314	32	116,6365049	0,274356644	61,41591746	TCF7L2_2
ENST00000543371.1	TCF7L2	10	465-603	114925315	114925731	68	55,00950599	1,236149985	3,067704964	TCF7L2_3
ENST00000307729.7	MLLT10	10	1-26	21823574	21823651	11	12,44967828	0,883556969	0,168804933	MLLT10_1
ENST00000307729.7	MLLT10	10	27-170	21823652	21903760	4	51,09696907	0,07828253	43,41009919	MLLT10_2
ENST00000307729.7	MLLT10	10	171-1069	21903761	22030912	281	248,4073474	1,131206476	4,276367085	MLLT10_3
ENST00000302418.4	KIF5B	10	1-341	32344901	32323706	38	102,7543664	0,369813968	40,80729723	KIF5B_1
ENST00000302418.4	KIF5B	10	342-964	32323705	32304457	151	194,9569286	0,774530052	9,910966407	KIF5B_2
ENST00000369023.3	NSMCE4A	10	1-64	123734680	123734489	3	20,72208824	0,144773054	15,1564074	NSMCE4A_1
ENST00000369023.3	NSMCE4A	10	65-386	123734488	123718851	87	95,58014871	0,91023085	0,770232657	NSMCE4A_2
ENST00000394829.2	PPP3CB	10	1-111	75255647	75238335	25	39,09051078	0,6395414	5,830825476	PPP3CB_1
ENST00000394829.2	PPP3CB	10	112-461	75238334	75199646	18	95,80952243	0,187872766	95,4273933	PPP3CB_2
ENST00000394829.2	PPP3CB	10	462-526	75199645	75198000	14	22,62000057	0,618921293	3,806240482	PPP3CB_3
ENST00000260867.4	TIMM23	10	1-50	51623214	51620339	0	15,14344609	0	15,14344609	TIMM23_1
ENST00000260867.4	TIMM23	10	51-210	51620338	51592504	15	14,04693486	1,06784862	0,064664154	TIMM23_2
ENST00000446108.1	RBM17	10	1-310	6139029	6155544	52	109,8088521	0,473550165	30,43346066	RBM17_1
ENST00000446108.1	RBM17	10	311-402	6156012	6157519	2	27,08346016	0,073845808	23,23115178	RBM17_2
ENST00000361804.4	SMC3	10	1-200	112327575	112341733	6	66,24535713	0,090572385	54,78879144	SMC3_1
ENST00000361804.4	SMC3	10	201-1218	112341734	112364060	110	291,3126068	0,377601235	112,8487426	SMC3_2
ENST00000371224.2	ALDH18A1	10	1-319	97413134	97387320	64	119,1640405	0,537074773	25,53682597	ALDH18A1_1
ENST00000371224.2	ALDH18A1	10	320-796	97387319	97366519	161	170,5966232	0,943746699	0,53984173	ALDH18A1_2
ENST00000356352.2	UPF2	10	1-117	12077422	12077072	46	37,70856238	1,219882093	1,823138658	UPF2_1
ENST00000356352.2	UPF2	10	118-1273	12077071	11963297	218	348,693874	0,625190221	48,98534211	UPF2_2
ENST00000020673.5	PSD	10	1-559	104176795	104172209	201	215,5257713	0,932603089	1,00175834	PSD_1
ENST00000020673.5	PSD	10	560-904	104172208	104163731	63	141,997689	0,443669192	55,59819493	PSD_2
ENST00000020673.5	PSD	10	905-1025	104163730	104162957	55	46,09637734	1,19315233	0	PSD_3
ENST00000355710.3	RET	10	1-308	43572707	43601880	80	145,2213347	0,550883244	29,29199425	RET_1
ENST00000355710.3	RET	10	309-1115	43601881	43623717	311	324,3421007	0,958864111	0,548839176	RET_2
ENST00000450189.1	CELF2	10	1-425	11060053	11363330	56	167,0554994	0,335217938	73,82770395	CELF2_1
ENST00000450189.1	CELF2	10	426-522	11363331	11371016	0	31,70849976	0	31,70849976	CELF2_2
ENST00000377252.4	PLXDC2	10	1-152	20106009	20335929	51	47,83886082	1,066078898	0	PLXDC2_1
ENST00000377252.4	PLXDC2	10	153-378	20335930	20506366	42	78,66930959	0,533880369	20,62160569	PLXDC2_2
ENST00000377252.4	PLXDC2	10	379-530	20506367	20568748	64	46,8490465	1,366089703	0	PLXDC2_3
ENST00000376351.3	GPR158	10	1-297	25464350	25465240	82	156,1010359	0,525300806	35,17570204	GPR158_1
ENST00000376351.3	GPR158	10	298-1216	25465241	25888203	330	302,7438192	1,090030511	2,453887889	GPR158_2
ENST00000377122.4	NEBL	10	1-968	21186134	21074817	392	287,2271605	1,36477344	38,21834911	NEBL_1
ENST00000377122.4	NEBL	10	969-1015	21074816	21074676	4	20,86026864	0,191752085	13,62727698	NEBL_2
ENST00000361464.3	MGEA5	10	1-647	103577779	103557780	150	191,2406226	0,784352184	8,893450198	MGEA5_1
ENST00000361464.3	MGEA5	10	648-917	103557779	103546208	28	77,55702868	0,361024661	31,66571919	MGEA5_2
ENST00000361642.5	ZEB1	10	1-234	31608164	31803545	52	72,79168294	0,714367327	6,602135463	ZEB1_1
ENST00000361642.5	ZEB1	10	235-287	31803546	31809121	0	17,32339769	0	34,64679539	ZEB1_2
ENST00000361642.5	ZEB1	10	288-1126	31809122	31816192	234	222,5020828	1,051675548	0	ZEB1_3
